Округ,Территория (ТИК),№ участка,участки в местах временного пребывания избирателей,участки с КОИБ
ЮЗАО,Северное Бутово,2341,,
ЮЗАО,Тёплый Стан,2342,,
ЮЗАО,Тёплый Стан,2343,,
ЮЗАО,Тёплый Стан,2344,,
ЮЗАО,Тёплый Стан,2345,,
ЮЗАО,Тёплый Стан,2346,,
ЮЗАО,Тёплый Стан,2347,,
ЮЗАО,Тёплый Стан,2348,,
ЮЗАО,Тёплый Стан,2349,,
ЮЗАО,Тёплый Стан,2350,,
ЮЗАО,Тёплый Стан,2351,,
ЮЗАО,Тёплый Стан,2352,,
ЮЗАО,Тёплый Стан,2353,,
ЮЗАО,Тёплый Стан,2354,,
ЮЗАО,Тёплый Стан,2355,,
ЮЗАО,Тёплый Стан,2356,,
ЮЗАО,Тёплый Стан,2357,,
ЮЗАО,Тёплый Стан,2358,,
ЮЗАО,Тёплый Стан,2359,,
ЮЗАО,Тёплый Стан,2360,,
ЮЗАО,Тёплый Стан,2361,,
ЮЗАО,Тёплый Стан,2362,,
ЮЗАО,Тёплый Стан,2363,,
ЮЗАО,Тёплый Стан,2364,,
ЮЗАО,Тёплый Стан,2365,,
ЮЗАО,Тёплый Стан,2366,,
ЮЗАО,Тёплый Стан,2367,,
ЮЗАО,Тёплый Стан,2368,,
ЮЗАО,Тёплый Стан,2369,,
ЮЗАО,Тёплый Стан,2370,,
ЮЗАО,Тёплый Стан,2371,,
ЮЗАО,Тёплый Стан,2372,,
ЮЗАО,Тёплый Стан,2373,,
ЮЗАО,Тёплый Стан,2374,,
ЮЗАО,Тёплый Стан,2375,,
ЮЗАО,Тёплый Стан,2376,,
ЮЗАО,Тёплый Стан,2377,,
ЮЗАО,Тёплый Стан,2378,,
ЮЗАО,Тёплый Стан,2379,,
ЮЗАО,Тёплый Стан,2380,,
ЮЗАО,Тёплый Стан,2381,,
ЮЗАО,Тёплый Стан,2382,,
ЮЗАО,Тёплый Стан,2383,,
ЮЗАО,Тёплый Стан,2384,,
ЮЗАО,Тёплый Стан,2385,,
ЮЗАО,Черёмушки,2386,,
ЮЗАО,Черёмушки,2387,,
ЮЗАО,Черёмушки,2388,,
ЮЗАО,Черёмушки,2389,,
ЮЗАО,Черёмушки,2390,,
ЮЗАО,Черёмушки,2391,,
ЮЗАО,Черёмушки,2392,,
ЮЗАО,Черёмушки,2393,,
ЮЗАО,Черёмушки,2394,,
ЮЗАО,Черёмушки,2395,,
ЮЗАО,Черёмушки,2396,,
ЮЗАО,Черёмушки,2397,,
ЮЗАО,Черёмушки,2398,,
ЮЗАО,Черёмушки,2399,,
ЮЗАО,Черёмушки,2400,,
ЮЗАО,Черёмушки,2401,,
ЮЗАО,Черёмушки,2402,,
ЮЗАО,Черёмушки,2403,,
ЮЗАО,Черёмушки,2404,,
ЮЗАО,Черёмушки,2405,,
ЮЗАО,Черёмушки,2406,,
ЮЗАО,Черёмушки,2407,,
ЮЗАО,Черёмушки,2408,,
ЮЗАО,Черёмушки,2409,,
ЮЗАО,Черёмушки,2410,,
ЮЗАО,Черёмушки,2411,,
ЮЗАО,Черёмушки,2412,,
ЮЗАО,Черёмушки,2413,,
ЮЗАО,Черёмушки,2414,,
ЮЗАО,Черёмушки,2415,,
ЮЗАО,Черёмушки,3748,участок в месте временного пребывания избирателей,
ЮЗАО,Южное Бутово,2416,,
ЮЗАО,Южное Бутово,2417,,
ЮЗАО,Южное Бутово,2418,,
ЮЗАО,Южное Бутово,2419,,
ЮЗАО,Южное Бутово,2420,,
ЮЗАО,Южное Бутово,2421,,
ЮЗАО,Южное Бутово,2422,,
ЮЗАО,Южное Бутово,2423,,
ЮЗАО,Южное Бутово,2424,,
ЮЗАО,Южное Бутово,2425,,
ЮЗАО,Южное Бутово,2426,,
ЮЗАО,Южное Бутово,2427,,
ЮЗАО,Южное Бутово,2428,,
ЮЗАО,Южное Бутово,2429,,
ЮЗАО,Южное Бутово,2430,,
ЮЗАО,Южное Бутово,2431,,
ЮЗАО,Южное Бутово,2432,,
ЮЗАО,Южное Бутово,2433,,
ЮЗАО,Южное Бутово,2434,,
ЮЗАО,Южное Бутово,2435,,
ЮЗАО,Южное Бутово,2436,,
ЮЗАО,Южное Бутово,2437,,
ЮЗАО,Южное Бутово,2438,,
ЮЗАО,Южное Бутово,2439,,
ЮЗАО,Южное Бутово,2440,,
ЮЗАО,Южное Бутово,2441,,
ЮЗАО,Южное Бутово,2442,,
ЮЗАО,Южное Бутово,2443,,
ЮЗАО,Южное Бутово,2444,,
ЮЗАО,Южное Бутово,2445,,
ЮЗАО,Южное Бутово,2446,,
ЮЗАО,Южное Бутово,2447,,
ЮЗАО,Южное Бутово,2448,,
ЮЗАО,Южное Бутово,2449,,
ЮЗАО,Южное Бутово,2450,,
ЮЗАО,Южное Бутово,2451,,
ЮЗАО,Южное Бутово,2452,,
ЮЗАО,Южное Бутово,2453,,
ЮЗАО,Южное Бутово,2454,,
ЮЗАО,Южное Бутово,2455,,
ЮЗАО,Южное Бутово,2456,,
ЮЗАО,Южное Бутово,2457,,
ЮЗАО,Южное Бутово,2458,,
ЮЗАО,Южное Бутово,2459,,
ЮЗАО,Южное Бутово,2460,,
ЮЗАО,Южное Бутово,2461,,
ЮЗАО,Южное Бутово,2462,,
ЮЗАО,Южное Бутово,2463,,
ЮЗАО,Южное Бутово,2464,,
ЮЗАО,Южное Бутово,2465,,
ЮЗАО,Южное Бутово,2466,,
ЮЗАО,Южное Бутово,2467,,
ЮЗАО,Южное Бутово,2468,,
ЮЗАО,Южное Бутово,2469,,
ЮЗАО,Южное Бутово,2470,,
ЮЗАО,Южное Бутово,2471,,
ЮЗАО,Южное Бутово,2472,,
ЮЗАО,Южное Бутово,2473,,
ЮЗАО,Ясенево,2474,,
ЮЗАО,Ясенево,2475,,
ЮЗАО,Ясенево,2476,,
ЮЗАО,Ясенево,2477,,
ЮЗАО,Ясенево,2478,,
ЮЗАО,Ясенево,2479,,
ЮЗАО,Ясенево,2480,,
ЮЗАО,Ясенево,2481,,
ЮЗАО,Ясенево,2482,,
ЮЗАО,Ясенево,2483,,
ЮЗАО,Ясенево,2484,,
ЮЗАО,Ясенево,2485,,
ЮЗАО,Ясенево,2486,,
ЮЗАО,Ясенево,2487,,
ЮЗАО,Ясенево,2488,,
ЮЗАО,Ясенево,2489,,
ЮЗАО,Ясенево,2490,,
ЮЗАО,Ясенево,2491,,
ЮЗАО,Ясенево,2492,,
ЮЗАО,Ясенево,2493,,
ЮЗАО,Ясенево,2494,,
ЮЗАО,Ясенево,2495,,
ЮЗАО,Ясенево,2496,,
ЮЗАО,Ясенево,2497,,
ЮЗАО,Ясенево,2498,,
ЮЗАО,Ясенево,2499,,
ЮЗАО,Ясенево,2500,,
ЮЗАО,Ясенево,2501,,
ЮЗАО,Ясенево,2502,,
ЮЗАО,Ясенево,2503,,
ЮЗАО,Ясенево,2504,,
ЮЗАО,Ясенево,2505,,
ЮЗАО,Ясенево,2506,,
ЮЗАО,Ясенево,2507,,
ЮЗАО,Ясенево,2508,,
ЮЗАО,Ясенево,2509,,
ЮЗАО,Ясенево,2510,,
ЮЗАО,Ясенево,2511,,
ЮЗАО,Ясенево,2512,,
ЮЗАО,Ясенево,2513,,
ЮЗАО,Ясенево,2514,,
ЮЗАО,Ясенево,2515,,
ЮЗАО,Ясенево,2516,,
ЮЗАО,Ясенево,2517,,
ЮЗАО,Ясенево,2518,,
ЮЗАО,Ясенево,2519,,
ЮЗАО,Ясенево,2520,,
ЮЗАО,Ясенево,2521,,
ЮЗАО,Ясенево,2522,,
ЮЗАО,Ясенево,2523,,
ЮЗАО,Ясенево,2524,,
ЮЗАО,Ясенево,2525,,
ЮЗАО,Ясенево,2526,,
ЮЗАО,Ясенево,2527,,
ЮЗАО,Ясенево,2528,,
ЮЗАО,Ясенево,2529,,
ЮЗАО,Ясенево,2530,,
ЮЗАО,Ясенево,2531,,
ЮЗАО,Ясенево,2532,,
ЮЗАО,Ясенево,2533,,
ЮЗАО,Ясенево,2534,,
ЮЗАО,Ясенево,2535,,
ЮЗАО,Ясенево,2536,,
ЮЗАО,Ясенево,2537,,
ЮЗАО,Ясенево,2538,,
ЮЗАО,Ясенево,2539,,
ЮЗАО,Ясенево,2540,,
ЮЗАО,Ясенево,3749,участок в месте временного пребывания избирателей,
ЮЗАО,Ясенево,3750,участок в месте временного пребывания избирателей,
ЗАО,Внуково,2541,,
ЗАО,Внуково,2542,,
ЗАО,Внуково,2543,,
ЗАО,Внуково,2544,,
ЗАО,Внуково,2545,,
ЗАО,Внуково,2546,,
ЗАО,Внуково,2547,,
ЗАО,Внуково,4007,участок в месте временного пребывания избирателей,
ЗАО,Дорогомилово,2548,,
ЗАО,Дорогомилово,2549,,
ЗАО,Дорогомилово,2550,,
ЗАО,Дорогомилово,2551,,
ЗАО,Дорогомилово,2552,,
ЗАО,Дорогомилово,2553,,
ЗАО,Дорогомилово,2554,,
ЗАО,Дорогомилово,2555,,
ЗАО,Дорогомилово,2556,,
ЗАО,Дорогомилово,2557,,
ЗАО,Дорогомилово,2558,,
ЗАО,Дорогомилово,2559,,
ЗАО,Дорогомилово,2560,,
ЗАО,Дорогомилово,2561,,
ЗАО,Дорогомилово,2562,,
ЗАО,Дорогомилово,2563,,
ЗАО,Дорогомилово,2564,,
ЗАО,Дорогомилово,2565,,
ЗАО,Дорогомилово,2566,,
ЗАО,Дорогомилово,2567,,
ЗАО,Дорогомилово,4008,участок в месте временного пребывания избирателей,
ЗАО,Крылатское,2568,,
ЗАО,Крылатское,2569,,
ЗАО,Крылатское,2570,,
ЗАО,Крылатское,2571,,
ЗАО,Крылатское,2572,,
ЗАО,Крылатское,2573,,
ЗАО,Крылатское,2574,,
ЗАО,Крылатское,2575,,
ЗАО,Крылатское,2576,,
ЗАО,Крылатское,2577,,
ЗАО,Крылатское,2578,,
ЗАО,Крылатское,2579,,
ЗАО,Крылатское,2580,,
ЗАО,Крылатское,2581,,
ЗАО,Крылатское,2582,,
ЗАО,Крылатское,2583,,
ЗАО,Крылатское,2584,,
ЗАО,Крылатское,2585,,
ЗАО,Крылатское,2586,,
ЗАО,Крылатское,2587,,
ЗАО,Крылатское,2588,,
ЗАО,Крылатское,2589,,
ЗАО,Крылатское,2590,,
ЗАО,Кунцево,2591,,
ЗАО,Кунцево,2592,,
ЗАО,Кунцево,2593,,
ЗАО,Кунцево,2594,,
ЗАО,Кунцево,2595,,
ЗАО,Кунцево,2596,,
ЗАО,Кунцево,2597,,
ЗАО,Кунцево,2598,,
ЗАО,Кунцево,2599,,
ЗАО,Кунцево,2600,,
ЗАО,Кунцево,2601,,
ЗАО,Кунцево,2602,,
ЗАО,Кунцево,2603,,
ЗАО,Кунцево,2604,,
ЗАО,Кунцево,2605,,
ЗАО,Кунцево,2606,,
ЗАО,Кунцево,2607,,
ЗАО,Кунцево,2608,,
ЗАО,Кунцево,2609,,
ЗАО,Кунцево,2610,,
ЗАО,Кунцево,2611,,
ЗАО,Кунцево,2612,,
ЗАО,Кунцево,2613,,
ЗАО,Кунцево,2614,,
ЗАО,Кунцево,2615,,
ЗАО,Кунцево,2616,,
ЗАО,Кунцево,2617,,
ЗАО,Кунцево,2618,,
ЗАО,Кунцево,2619,,
ЗАО,Кунцево,2620,,
ЗАО,Кунцево,2621,,
ЗАО,Кунцево,2622,,
ЗАО,Кунцево,2623,,
ЗАО,Кунцево,2624,,
ЗАО,Кунцево,2625,,
ЗАО,Кунцево,2626,,
ЗАО,Кунцево,2627,,
ЗАО,Кунцево,2628,,
ЗАО,Кунцево,2629,,
ЗАО,Кунцево,3751,участок в месте временного пребывания избирателей,
ЗАО,Кунцево,3752,участок в месте временного пребывания избирателей,
ЗАО,Кунцево,3753,участок в месте временного пребывания избирателей,
ЗАО,Кунцево,3754,участок в месте временного пребывания избирателей,
ЗАО,Кунцево,3755,участок в месте временного пребывания избирателей,
ЗАО,Кунцево,3756,участок в месте временного пребывания избирателей,
ЗАО,Можайский,2630,,
ЗАО,Можайский,2631,,
ЗАО,Можайский,2632,,
ЗАО,Можайский,2633,,
ЗАО,Можайский,2634,,
ЗАО,Можайский,2635,,
ЗАО,Можайский,2636,,
ЗАО,Можайский,2637,,
ЗАО,Можайский,2638,,
ЗАО,Можайский,2639,,
ЗАО,Можайский,2640,,
ЗАО,Можайский,2641,,
ЗАО,Можайский,2642,,
ЗАО,Можайский,2643,,
ЗАО,Можайский,2644,,
ЗАО,Можайский,2645,,
ЗАО,Можайский,2646,,
ЗАО,Можайский,2647,,
ЗАО,Можайский,2648,,
ЗАО,Можайский,2649,,
ЗАО,Можайский,2650,,
ЗАО,Можайский,2651,,
ЗАО,Можайский,2652,,
ЗАО,Можайский,2653,,
ЗАО,Можайский,2654,,
